Name,Remaining Time,Current Price,Article URL
4 Tage Kurzurlaub Hotel DAS SONNREICH 4* Wellness Genuss Reise Loipersdorf HP,"Noch 4T 7Std (Dienstag, 1:43)","EUR 130,00",https://www.ebay.at/itm/4-Tage-Kurzurlaub-Hotel-DAS-SONNREICH-4-Wellness-Genuss-Reise-Loipersdorf-HP/313353200404?hash=item48f54e6314:g:XEUAAOSw4h1f4Qw6
3 Tage Wellness Urlaub Romantik Hotel Im Weissen Rössl 4*S Wolfgangsee inkl. HP,"Noch 3T 5Std (Montag, 0:12)","EUR 303,00",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Romantik-Hotel-Im-Weissen-Rossl-4-S-Wolfgangsee-inkl-HP/313351876371?hash=item48f53a2f13:g:9cUAAOSwNDVf36Ws
3 Tage Erholung Urlaub 3* Hotel Traunstein inkl. HP Altmünster Salzkammergut,"Noch 5T 2Std (Dienstag, 20:42)","EUR 70,00",https://www.ebay.at/itm/3-Tage-Erholung-Urlaub-3-Hotel-Traunstein-inkl-HP-Altmunster-Salzkammergut/313354230054?hash=item48f55e1926:g:V6kAAOSwYWBf4hdv
5 Tage Erholung Urlaub Mountain Lake Hotel Vernagt 4* inkl. HP Schnals Südtirol,"Noch 1T 1Std (Freitag, 20:13)","EUR 177,00",https://www.ebay.at/itm/5-Tage-Erholung-Urlaub-Mountain-Lake-Hotel-Vernagt-4-inkl-HP-Schnals-Sudtirol/383864725127?hash=item59601ede87:g:t9sAAOSwQOdf3Mpq
4 Tage Wellness Kurzurlaub Hotel Sonneck 4* Kössen Kaiserwinkl Tirol inkl. HP,"Noch 3T 2Std (Sonntag, 21:32)","EUR 117,00",https://www.ebay.at/itm/4-Tage-Wellness-Kurzurlaub-Hotel-Sonneck-4-Kossen-Kaiserwinkl-Tirol-inkl-HP/402616891967?hash=item5dbdd63a3f:g:rYYAAOSwcRlf34JZ
3 Tage Wellness Urlaub Hotel Leitner 4* Therme Loipersdorf Steiermark inkl. HP,"Noch 2T 5Std (Sonntag, 0:20)","EUR 250,00",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Hotel-Leitner-4-Therme-Loipersdorf-Steiermark-inkl-HP/402615903613?hash=item5dbdc7257d:g:~6YAAOSwFe1f3lQp
5 Tage Wellness Thermen Golf Urlaub Vitalhotel Strobl 4* Burgenland Reise,"Noch 6T 5Std (Mittwoch, 23:55)","EUR 12,50",https://www.ebay.at/itm/5-Tage-Wellness-Thermen-Golf-Urlaub-Vitalhotel-Strobl-4-Burgenland-Reise/313355775514?hash=item48f575ae1a:g:CmUAAOSwluVf45Mf
3 Tage 4*S Alpine Lifestyle Hotel Das Kronthaler Wellness Urlaub All Inclusive,"Noch 2T 3Std (Samstag, 22:01)","EUR 403,00",https://www.ebay.at/itm/3-Tage-4-S-Alpine-Lifestyle-Hotel-Das-Kronthaler-Wellness-Urlaub-All-Inclusive/313350643463?hash=item48f5275f07:g:wtgAAOSwO6Bf3jfr
5 Tage Wellness Thermen Golf Urlaub Vitalhotel Strobl 4* Burgenland Reise,"Noch 2T 5Std (Samstag, 23:55)","EUR 131,00",https://www.ebay.at/itm/5-Tage-Wellness-Thermen-Golf-Urlaub-Vitalhotel-Strobl-4-Burgenland-Reise/383866474103?hash=item5960398e77:g:iD8AAOSwNDNf3k0g
5 Tage Wellness Genuss Reise Hotel Das Alpenhaus Kaprun 4* Urlaub inkl. HP,"Noch 3T 7Std (Montag, 2:09)","EUR 340,00",https://www.ebay.at/itm/5-Tage-Wellness-Genuss-Reise-Hotel-Das-Alpenhaus-Kaprun-4-Urlaub-inkl-HP/313351995020?hash=item48f53bfe8c:g:eoMAAOSw1eZf38GY
3 Tage Wörthersee Kurzurlaub my lake hotel & spa 4* Pörtschach Kärnten Erholung,"Noch 2T 6Std (Sonntag, 1:27)","EUR 167,00",https://www.ebay.at/itm/3-Tage-Worthersee-Kurzurlaub-my-lake-hotel-spa-4-Portschach-Karnten-Erholung/383866605712?hash=item59603b9090:g:kmsAAOSwdstf3mkc
4 Tage Wandern Urlaub Sundance Mountain Resort 4* Turracher Höhe Steiermark,"Noch 6T 4Std (Mittwoch, 23:30)","EUR 89,00",https://www.ebay.at/itm/4-Tage-Wandern-Urlaub-Sundance-Mountain-Resort-4-Turracher-Hohe-Steiermark/383872823818?hash=item59609a720a:g:dkAAAOSwzVdf45Mi
3 Tage Urlaub 4* Landhotel Postgut Lungau Salzburger Land Kurzreise inkl. HP,"Noch 6T 5Std (Donnerstag, 0:32)","EUR 9,50",https://www.ebay.at/itm/3-Tage-Urlaub-4-Landhotel-Postgut-Lungau-Salzburger-Land-Kurzreise-inkl-HP/402620628855?hash=item5dbe0f3f77:g:iosAAOSwwyVf46El
6 Tage 4* Hotel Olympia Therme Wellness Urlaub Montegrotto Abano Italien inkl HP,"Noch 4T 6Std (Dienstag, 1:03)","EUR 251,00",https://www.ebay.at/itm/6-Tage-4-Hotel-Olympia-Therme-Wellness-Urlaub-Montegrotto-Abano-Italien-inkl-HP/383869434804?hash=item596066bbb4:g:zp0AAOSwE3Bf4QVB
4 Tage Erholung Urlaub Hotel Aquamarin 3* Bad Mitterndorf Tauplitz Steiermark,"Noch 1T 4Std (Freitag, 23:01)","EUR 59,00",https://www.ebay.at/itm/4-Tage-Erholung-Urlaub-Hotel-Aquamarin-3-Bad-Mitterndorf-Tauplitz-Steiermark/402614637670?hash=item5dbdb3d466:g:Rb8AAOSwB4Zf3PSM
4 Tage Urlaub Hotel DAS SONNREICH 4* Wellness EXKL. Eintritt Therme Loipersdorf,"Noch 1T 8Std (Samstag, 3:36)","EUR 102,00",https://www.ebay.at/itm/4-Tage-Urlaub-Hotel-DAS-SONNREICH-4-Wellness-EXKL-Eintritt-Therme-Loipersdorf/313349689991?hash=item48f518d287:g:yyYAAOSwNDVf3TPR
5 Tage Wandern Ski Reise Hotel Neuwirt 4* Urlaub Ramsau am Dachstein inkl. HP,"Noch 3T 4Std (Sonntag, 23:20)","EUR 312,11",https://www.ebay.at/itm/5-Tage-Wandern-Ski-Reise-Hotel-Neuwirt-4-Urlaub-Ramsau-am-Dachstein-inkl-HP/383867814838?hash=item59604e03b6:g:zA0AAOSw0FRf35dx
5 Tage 4*S Alpine Lifestyle Hotel Das Kronthaler Wellness Urlaub All Inclusive,"Noch 4T 20Std (Dienstag, 14:42)","EUR 806,00",https://www.ebay.at/itm/5-Tage-4-S-Alpine-Lifestyle-Hotel-Das-Kronthaler-Wellness-Urlaub-All-Inclusive/402618996833?hash=item5dbdf65861:g:cJgAAOSwAjVf4cML
Weekend Special Kurzreise Hotel Christkindlwirt 4* 3 Tage Urlaub in Steyr,"Noch 4T 4Std (Montag, 22:57)","EUR 100,00",https://www.ebay.at/itm/Weekend-Special-Kurzreise-Hotel-Christkindlwirt-4-3-Tage-Urlaub-in-Steyr/383869282517?hash=item59606468d5:g:Hq4AAOSwczxf4OkV
3 Tage Wellness Genuss Kurzreise Hotel Das Alpenhaus Kaprun 4* Urlaub inkl. HP,"Noch 19 Std (Freitag, 14:05)","EUR 201,00",https://www.ebay.at/itm/3-Tage-Wellness-Genuss-Kurzreise-Hotel-Das-Alpenhaus-Kaprun-4-Urlaub-inkl-HP/383864313574?hash=item59601896e6:g:WZ8AAOSwX2pf3HXh
4 Tage Familienurlaub Kinderhotel Benjamin 3* inkl. VP Malta Kärnten Reise,"Noch 1T 19Std (Samstag, 14:30)","EUR 100,99",https://www.ebay.at/itm/4-Tage-Familienurlaub-Kinderhotel-Benjamin-3-inkl-VP-Malta-Karnten-Reise/383865861204?hash=item5960303454:g:Ef4AAOSwMJZf3c6O
3 Tage Kurzurlaub Hotel DAS SONNREICH 4* Wellness Genuss Reise Loipersdorf HP,"Noch 3T 3Std (Sonntag, 21:50)","EUR 250,00",https://www.ebay.at/itm/3-Tage-Kurzurlaub-Hotel-DAS-SONNREICH-4-Wellness-Genuss-Reise-Loipersdorf-HP/402616891914?hash=item5dbdd63a0a:g:y-gAAOSwutVf34JW
3 Tage Kurzreise Erholung Biking Parkhotel zur Klause 4* Bad Hall Urlaub,"Noch 4T 8Std (Dienstag, 3:23)","EUR 63,00",https://www.ebay.at/itm/3-Tage-Kurzreise-Erholung-Biking-Parkhotel-zur-Klause-4-Bad-Hall-Urlaub/383877628929?hash=item5960e3c401:g:lnIAAOSwSHhf6FqN
3 Tage Wellness Thermen Golf Urlaub Vitalhotel Strobl 4* Burgenland Kurzreise,"Noch 4T 6Std (Dienstag, 0:39)","EUR 53,00",https://www.ebay.at/itm/3-Tage-Wellness-Thermen-Golf-Urlaub-Vitalhotel-Strobl-4-Burgenland-Kurzreise/402618296980?hash=item5dbdebaa94:g:UQsAAOSwpE5f4P4L
3 Tage Wellness Urlaub Hotel Stoiser 4*S Kurzreise Loipersdorf Steiermark,"Noch 5T 5Std (Mittwoch, 0:28)","EUR 221,00",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Hotel-Stoiser-4-S-Kurzreise-Loipersdorf-Steiermark/313354506449?hash=item48f56250d1:g:noQAAOSwWZZf4k~A
3 Tage Wellness Thermen Urlaub Hotel Rogner Bad Blumau 4* inkl. HP Steiermark,"Noch 5T 6Std (Mittwoch, 0:55)","EUR 399,00",https://www.ebay.at/itm/3-Tage-Wellness-Thermen-Urlaub-Hotel-Rogner-Bad-Blumau-4-inkl-HP-Steiermark/402619475377?hash=item5dbdfda5b1:g:mmAAAOSw9wVf4k-8
3 Tage Weekend Special Urlaub Hotel & Spa Suites VITUS Steyr 4* inkl. 1x Dinner,"Noch 3T 5Std (Sonntag, 23:52)","EUR 121,00",https://www.ebay.at/itm/3-Tage-Weekend-Special-Urlaub-Hotel-Spa-Suites-VITUS-Steyr-4-inkl-1x-Dinner/402616997885?hash=item5dbdd7d7fd:g:-pAAAOSwN5Jf356y
5 Tage Wellness Urlaub Hotel Kolmhof 4* Wandern Millstätter See Reise inkl. HP,"Noch 4T 6Std (Dienstag, 0:46)","EUR 228,00",https://www.ebay.at/itm/5-Tage-Wellness-Urlaub-Hotel-Kolmhof-4-Wandern-Millstatter-See-Reise-inkl-HP/402618297064?hash=item5dbdebaae8:g:M0IAAOSw7mlf4P4Q
3 Tage Kurzurlaub Hotel DAS SONNREICH 4* Wellness Genuss Reise Loipersdorf HP,"Noch 5T 3Std (Dienstag, 21:50)","EUR 223,00",https://www.ebay.at/itm/3-Tage-Kurzurlaub-Hotel-DAS-SONNREICH-4-Wellness-Genuss-Reise-Loipersdorf-HP/313354310206?hash=item48f55f523e:g:gsUAAOSwJG5f4iVk
3 Tage Wellness Urlaub Vamed Hotel Spa Resort Styria 4*S inkl HP Bad Waltersdorf,"Noch 5T 4Std (Dienstag, 23:22)","EUR 245,00",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Vamed-Hotel-Spa-Resort-Styria-4-S-inkl-HP-Bad-Waltersdorf/313354422032?hash=item48f5610710:g:7B8AAOSwk8pf4jqE
3 Tage Kurzurlaub Hotel Das Alpenhaus Gasteinertal 4* inkl. HP Wellness Reise,"Noch 1T 3Std (Freitag, 22:17)","EUR 160,00",https://www.ebay.at/itm/3-Tage-Kurzurlaub-Hotel-Das-Alpenhaus-Gasteinertal-4-inkl-HP-Wellness-Reise/313349311036?hash=item48f5130a3c:g:ZuYAAOSwIHhf3OZf
3 Tage Kurzreise Hotel Landgut Althof Retz 4* Weinviertel Wellness Urlaub,"Noch 4T 5Std (Dienstag, 0:34)","EUR 161,00",https://www.ebay.at/itm/3-Tage-Kurzreise-Hotel-Landgut-Althof-Retz-4-Weinviertel-Wellness-Urlaub/402618297031?hash=item5dbdebaac7:g:hgAAAOSwZ05f4P4N
3 Tage Thermen & Berge Deluxe Reise AQUA DOME 4*sup Wellness Urlaub Ötztal Tirol,"Noch 3T 7Std (Montag, 1:53)","EUR 400,00",https://www.ebay.at/itm/3-Tage-Thermen-Berge-Deluxe-Reise-AQUA-DOME-4-sup-Wellness-Urlaub-Otztal-Tirol/402617137364?hash=item5dbdd9f8d4:g:M~wAAOSwGYZf37qo
3 Tage Wellness Genuss Kurzreise Hotel Das Alpenhaus Kaprun 4* Urlaub inkl. HP,"Noch 5T 6Std (Mittwoch, 0:49)","EUR 100,00",https://www.ebay.at/itm/3-Tage-Wellness-Genuss-Kurzreise-Hotel-Das-Alpenhaus-Kaprun-4-Urlaub-inkl-HP/313354505694?hash=item48f5624dde:g:0-YAAOSwmtFf4k-5
4 Tage 4* Wellness Erholung Urlaub Hotel Allmer Bad Gleichenberg Steiermark,"Noch 3T 5Std (Sonntag, 23:56)","EUR 289,00",https://www.ebay.at/itm/4-Tage-4-Wellness-Erholung-Urlaub-Hotel-Allmer-Bad-Gleichenberg-Steiermark/383867852001?hash=item59604e94e1:g:3HgAAOSwwY1f356t
3 Tage Urlaub Hotel DAS SONNREICH 4* Wellness EXKL. Eintritt Therme Loipersdorf,"Noch 4T 2Std (Montag, 21:28)","EUR 99,00",https://www.ebay.at/itm/3-Tage-Urlaub-Hotel-DAS-SONNREICH-4-Wellness-EXKL-Eintritt-Therme-Loipersdorf/402618157238?hash=item5dbde988b6:g:TeQAAOSwcbpf4NPv
6 Tage 4* Hotel Olympia Therme Wellness Urlaub Montegrotto Abano Italien inkl HP,"Noch 2T 6Std (Sonntag, 1:03)","EUR 258,00",https://www.ebay.at/itm/6-Tage-4-Hotel-Olympia-Therme-Wellness-Urlaub-Montegrotto-Abano-Italien-inkl-HP/313350820013?hash=item48f52a10ad:g:OkkAAOSwa9Nf3mIi
5 Tage 4*S Alpine Lifestyle Hotel Das Kronthaler Wellness Urlaub All Inclusive,"Noch 20 Std (Freitag, 14:42)","EUR 802,22",https://www.ebay.at/itm/5-Tage-4-S-Alpine-Lifestyle-Hotel-Das-Kronthaler-Wellness-Urlaub-All-Inclusive/402614205731?hash=item5dbdad3d23:g:9zkAAOSwvthf3H0B
2 Tage Urlaub Hotel DAS SONNREICH 4* Wellness EXKL. Eintritt Therme Loipersdorf,"Noch 4T 19Std (Dienstag, 14:35)","EUR 24,00",https://www.ebay.at/itm/2-Tage-Urlaub-Hotel-DAS-SONNREICH-4-Wellness-EXKL-Eintritt-Therme-Loipersdorf/402618996858?hash=item5dbdf6587a:g:HxEAAOSwm0tf4cMN
3 Tage Wellness Reise Quellenhotel Heiltherme Bad Waltersdorf 4* Urlaub inkl. HP,"Noch 1T 6Std (Samstag, 1:22)","EUR 441,00",https://www.ebay.at/itm/3-Tage-Wellness-Reise-Quellenhotel-Heiltherme-Bad-Waltersdorf-4-Urlaub-inkl-HP/402614747624?hash=item5dbdb581e8:g:9LUAAOSwN4Zf3RCv
4 Tage Wellness Kurzurlaub Hotel Sonneck 4* Kössen Kaiserwinkl Tirol inkl. HP,"Noch 1T 2Std (Freitag, 21:32)","EUR 120,00",https://www.ebay.at/itm/4-Tage-Wellness-Kurzurlaub-Hotel-Sonneck-4-Kossen-Kaiserwinkl-Tirol-inkl-HP/402614577438?hash=item5dbdb2e91e:g:OwwAAOSwZq9f3N9j
4 Tage Reise inkl. HP 4* Hotel Berghof Söll Tirol Urlaub Wellness Wandern Ski,"Noch 3 T (Sonntag, 19:35)","EUR 156,00",https://www.ebay.at/itm/4-Tage-Reise-inkl-HP-4-Hotel-Berghof-Soll-Tirol-Urlaub-Wellness-Wandern-Ski/402616784924?hash=item5dbdd4981c:g:49kAAOSwIK5f32ZO
4 Tage Urlaub Hotel Belvedere 3*S Gardasee Manerba del Garda Italien Biking Golf,"Noch 2T 5Std (Sonntag, 0:09)","EUR 101,00",https://www.ebay.at/itm/4-Tage-Urlaub-Hotel-Belvedere-3-S-Gardasee-Manerba-del-Garda-Italien-Biking-Golf/313350750836?hash=item48f5290274:g:oP8AAOSw97df3lQl
4 Tage 4* Hotel Piroska Wellness Erholung Urlaub Bük inkl. HP Ungarn Reise,"Noch 6T 7Std (Donnerstag, 2:06)","EUR 10,50",https://www.ebay.at/itm/4-Tage-4-Hotel-Piroska-Wellness-Erholung-Urlaub-Buk-inkl-HP-Ungarn-Reise/313355954782?hash=item48f5786a5e:g:q1kAAOSwbgVf47ZP
4 Tage Urlaub Erholung Bad Schallerbach Landidyll Hotel Grünes Türl inkl. HP,"Noch 5T 5Std (Dienstag, 23:43)","EUR 98,00",https://www.ebay.at/itm/4-Tage-Urlaub-Erholung-Bad-Schallerbach-Landidyll-Hotel-Grunes-Turl-inkl-HP/383870981786?hash=item59607e569a:g:2HkAAOSwal1f4kF7
4 Tage Aktiv Urlaub Aigen im Ennstal Landhotel Gut Puttererseehof 3* Steiermark,"Noch 1T 4Std (Freitag, 23:23)","EUR 82,00",https://www.ebay.at/itm/4-Tage-Aktiv-Urlaub-Aigen-im-Ennstal-Landhotel-Gut-Puttererseehof-3-Steiermark/383864946429?hash=item5960223efd:g:9vIAAOSwRIJf3PSL
Weekend Special Kurzreise Hotel Christkindlwirt 4* 3 Tage Urlaub in Steyr,"Noch 6T 4Std (Mittwoch, 22:57)","EUR 23,50",https://www.ebay.at/itm/Weekend-Special-Kurzreise-Hotel-Christkindlwirt-4-3-Tage-Urlaub-in-Steyr/313355741348?hash=item48f57528a4:g:sYEAAOSwjVtf44vw
3 Tage Urlaub Hotel Mjus World 4*S inkl. HP Wellness Therme Reise Ungarn Körmend,"Noch 1T 23Std (Samstag, 18:06)","EUR 111,00",https://www.ebay.at/itm/3-Tage-Urlaub-Hotel-Mjus-World-4-S-inkl-HP-Wellness-Therme-Reise-Ungarn-Kormend/402615588954?hash=item5dbdc2585a:g:fCcAAOSwO7Jf3f-u
3 Tage Wellness Thermen Golf Urlaub Vitalhotel Strobl 4* Burgenland Kurzreise,"Noch 2T 22Std (Sonntag, 16:56)","EUR 72,00",https://www.ebay.at/itm/3-Tage-Wellness-Thermen-Golf-Urlaub-Vitalhotel-Strobl-4-Burgenland-Kurzreise/402616679913?hash=item5dbdd2fde9:g:J3EAAOSwObdf30M9
4 Tage Urlaub am Bauernhof Familie Unger Erholung Relax Kurzreise Steiermark HP,Noch 1 Std (Heute 20:12),"EUR 138,00",https://www.ebay.at/itm/4-Tage-Urlaub-am-Bauernhof-Familie-Unger-Erholung-Relax-Kurzreise-Steiermark-HP/383863028552?hash=item596004fb48:g:irIAAOSwoShf23jI
4 Tage Wandern Urlaub Sundance Mountain Resort 4* Turracher Höhe Steiermark,"Noch 3T 4Std (Sonntag, 23:30)","EUR 121,00",https://www.ebay.at/itm/4-Tage-Wandern-Urlaub-Sundance-Mountain-Resort-4-Turracher-Hohe-Steiermark/402616997806?hash=item5dbdd7d7ae:g:i1cAAOSwE3Rf356o
4 Tage 4* Hotel Piroska Wellness Erholung Urlaub Bük inkl. HP Ungarn Reise,"Noch 3T 7Std (Montag, 2:06)","EUR 39,50",https://www.ebay.at/itm/4-Tage-4-Hotel-Piroska-Wellness-Erholung-Urlaub-Buk-inkl-HP-Ungarn-Reise/313351995049?hash=item48f53bfea9:g:~csAAOSwLttf38Gc
5 Tage Urlaub Hotel Mjus World 4*S inkl. HP Wellness Therme Reise Ungarn Körmend,"Noch 6T 6Std (Donnerstag, 1:30)","EUR 11,50",https://www.ebay.at/itm/5-Tage-Urlaub-Hotel-Mjus-World-4-S-inkl-HP-Wellness-Therme-Reise-Ungarn-Kormend/402620686462?hash=item5dbe10207e:g:pMgAAOSwbgVf468g
3 Tage 4*S Alpine Lifestyle Hotel Das Kronthaler Wellness Urlaub All Inclusive,"Noch 4T 3Std (Montag, 22:01)","EUR 392,00",https://www.ebay.at/itm/3-Tage-4-S-Alpine-Lifestyle-Hotel-Das-Kronthaler-Wellness-Urlaub-All-Inclusive/402618181368?hash=item5dbde9e6f8:g:trcAAOSwmGNf4Nrs
3 Tage Wellness Urlaub Romantik Hotel Im Weissen Rössl 4*S Wolfgangsee inkl. HP,"Noch 5T 5Std (Mittwoch, 0:12)","EUR 226,00",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Romantik-Hotel-Im-Weissen-Rossl-4-S-Wolfgangsee-inkl-HP/313354471492?hash=item48f561c844:g:elcAAOSwaFBf4kiD
5 Tage Erholung Urlaub 3* Pension Hottererhof Gerlos Zillertal Tirol Wandern,"Noch 3T 3Std (Sonntag, 22:13)","EUR 99,00",https://www.ebay.at/itm/5-Tage-Erholung-Urlaub-3-Pension-Hottererhof-Gerlos-Zillertal-Tirol-Wandern/402616918074?hash=item5dbdd6a03a:g:Pl4AAOSwt2df34mI
2 Tage Urlaub Hotel DAS SONNREICH 4* Wellness EXKL. Eintritt Therme Loipersdorf,"Noch 2T 19Std (Sonntag, 14:35)","EUR 20,50",https://www.ebay.at/itm/2-Tage-Urlaub-Hotel-DAS-SONNREICH-4-Wellness-EXKL-Eintritt-Therme-Loipersdorf/313351406376?hash=item48f5330328:g:c1EAAOSwNDVf3yAM
5 Tage Wellness Golf Erholung Urlaub 5* Grandhotel Lienz Osttirol Reise,"Noch 2T 6Std (Sonntag, 1:32)","EUR 461,00",https://www.ebay.at/itm/5-Tage-Wellness-Golf-Erholung-Urlaub-5-Grandhotel-Lienz-Osttirol-Reise/313350892052?hash=item48f52b2a14:g:ls8AAOSwgPtf3nc5
3 Tage Städtereise Mystery Hotel Budapest 5* Sightseeing Kurzurlaub Ungarn,"Noch 3T 5Std (Montag, 0:03)","EUR 57,00",https://www.ebay.at/itm/3-Tage-Stadtereise-Mystery-Hotel-Budapest-5-Sightseeing-Kurzurlaub-Ungarn/402617034892?hash=item5dbdd8688c:g:IOkAAOSwNhNf36Wz
3 Tage Wellness Urlaub Romantik Hotel Im Weissen Rössl 4*S Wolfgangsee inkl. HP,"Noch 1T 5Std (Samstag, 0:12)","EUR 385,44",https://www.ebay.at/itm/3-Tage-Wellness-Urlaub-Romantik-Hotel-Im-Weissen-Rossl-4-S-Wolfgangsee-inkl-HP/313349447926?hash=item48f51520f6:g:E78AAOSw8Oxf3QKF
3 Tage Erholung Urlaub Hotel Gasthof Perschler Fohnsdorf Steiermark Kurzreise,Noch 4 Std (Heute 23:16),"EUR 62,00",https://www.ebay.at/itm/3-Tage-Erholung-Urlaub-Hotel-Gasthof-Perschler-Fohnsdorf-Steiermark-Kurzreise/383863387299?hash=item59600a74a3:g:U8kAAOSwnRpf26Ly
4 Tage Erholung Urlaub Hotel Gasthof Perschler Fohnsdorf Steiermark Kurzreise,"Noch 3T 7Std (Montag, 1:58)","EUR 25,50",https://www.ebay.at/itm/4-Tage-Erholung-Urlaub-Hotel-Gasthof-Perschler-Fohnsdorf-Steiermark-Kurzreise/383868028333?hash=item59605145ad:g:l78AAOSwmL9f38Ga
5 Tage Urlaub Ungarn Palace Hotel Heviz 4* Wellness Erholung Kurzreise,"Noch 5T 6Std (Mittwoch, 0:57)","EUR 20,83",https://www.ebay.at/itm/5-Tage-Urlaub-Ungarn-Palace-Hotel-Heviz-4-Wellness-Erholung-Kurzreise/313354557382?hash=item48f56317c6:g:Q9QAAOSwSRlf4laz
4 Tage 4* Hotel Piroska Wellness Erholung Urlaub Bük inkl. HP Ungarn Reise,"Noch 7 Std (Freitag, 2:06)","EUR 101,00",https://www.ebay.at/itm/4-Tage-4-Hotel-Piroska-Wellness-Erholung-Urlaub-Buk-inkl-HP-Ungarn-Reise/313348001911?hash=item48f4ff1077:g:~CIAAOSwUjxf281K
4 Tage Wellness Urlaub Hotel zur Post Döbriach 3*S Millstätter See Kärnten HP,"Noch 3T 20Std (Montag, 14:48)","EUR 67,66",https://www.ebay.at/itm/4-Tage-Wellness-Urlaub-Hotel-zur-Post-Dobriach-3-S-Millstatter-See-Karnten-HP/313352523917?hash=item48f544108d:g:bi8AAOSwOopf4HFr
3 Tage Kurzreise Hotel Landgut Althof Retz 4* Weinviertel Wellness Urlaub,"Noch 6T 5Std (Donnerstag, 0:34)","EUR 9,50",https://www.ebay.at/itm/3-Tage-Kurzreise-Hotel-Landgut-Althof-Retz-4-Weinviertel-Wellness-Urlaub/402620628627?hash=item5dbe0f3e93:g:oPEAAOSw9BBf46EZ
3 Tage Wandern Kurzurlaub Sundance Mountain Resort 4* Turracher Höhe Steiermark,"Noch 2T 7Std (Sonntag, 2:21)","EUR 70,00",https://www.ebay.at/itm/3-Tage-Wandern-Kurzurlaub-Sundance-Mountain-Resort-4-Turracher-Hohe-Steiermark/402616011420?hash=item5dbdc8ca9c:g:QuYAAOSwGYZf3nBT
3 Tage Wellness Genuss Kurzreise Hotel Das Alpenhaus Kaprun 4* Urlaub inkl. HP,"Noch 2T 6Std (Sonntag, 0:49)","EUR 199,00",https://www.ebay.at/itm/3-Tage-Wellness-Genuss-Kurzreise-Hotel-Das-Alpenhaus-Kaprun-4-Urlaub-inkl-HP/383866538391?hash=item59603a8997:g:8ugAAOSw9wVf3lsm
6 Tage Luxus Urlaub Hotel President Terme 5* Wellness Golf Abano Therme Venetien,"Noch 6 Std (Freitag, 1:04)","EUR 695,00",https://www.ebay.at/itm/6-Tage-Luxus-Urlaub-Hotel-President-Terme-5-Wellness-Golf-Abano-Therme-Venetien/313347929570?hash=item48f4fdf5e2:g:XfsAAOSwutVf278h
3 Tage Wellness Bike Ski Urlaub Hotel Lammwirt 4* Salzburg Großarl Kurzreise,"Noch 2T 22Std (Sonntag, 16:46)","EUR 102,00",https://www.ebay.at/itm/3-Tage-Wellness-Bike-Ski-Urlaub-Hotel-Lammwirt-4-Salzburg-Grosarl-Kurzreise/383867382405?hash=item5960476a85:g:oLYAAOSw~pRf3zwD
2 Tage Urlaub Hotel DAS SONNREICH 4* Wellness EXKL. Eintritt Therme Loipersdorf,"Noch 1T 19Std (Samstag, 14:35)","EUR 31,50",https://www.ebay.at/itm/2-Tage-Urlaub-Hotel-DAS-SONNREICH-4-Wellness-EXKL-Eintritt-Therme-Loipersdorf/313350278406?hash=item48f521cd06:g:rEYAAOSwwD5f3c6K
3 Tage Wellness Kurzurlaub Genusshotel Riegersburg 4* inkl. HP Steiermark Reise,"Noch 1T 3Std (Freitag, 21:45)","EUR 257,90",https://www.ebay.at/itm/3-Tage-Wellness-Kurzurlaub-Genusshotel-Riegersburg-4-inkl-HP-Steiermark-Reise/313349222258?hash=item48f511af72:g:NXoAAOSwsbFf3N9e
Weekend Special Kurzreise Hotel Christkindlwirt 4* 3 Tage Urlaub in Steyr,"Noch 4T 20Std (Dienstag, 15:03)","EUR 105,00",https://www.ebay.at/itm/Weekend-Special-Kurzreise-Hotel-Christkindlwirt-4-3-Tage-Urlaub-in-Steyr/383870279381?hash=item5960739ed5:g:jlYAAOSwLHpf4cnp
3 Tage Wellness Thermen Golf Urlaub Vitalhotel Strobl 4* Burgenland Kurzreise,"Noch 6 Std (Freitag, 0:39)","EUR 89,00",https://www.ebay.at/itm/3-Tage-Wellness-Thermen-Golf-Urlaub-Vitalhotel-Strobl-4-Burgenland-Kurzreise/383863494963?hash=item59600c1933:g:Q2oAAOSwGAhf27gc
5 Tage Thermen & Berge Deluxe Reise AQUA DOME 4*sup Wellness Urlaub Ötztal Tirol,"Noch 2T 6Std (Sonntag, 0:44)","EUR 855,00",https://www.ebay.at/itm/5-Tage-Thermen-Berge-Deluxe-Reise-AQUA-DOME-4-sup-Wellness-Urlaub-Otztal-Tirol/313350775347?hash=item48f5296233:g:eY8AAOSwZzNf3lsi
3 Tage 4* Hotel Piroska Wellness Erholung Kurzurlaub Bük inkl. HP Ungarn Reise,"Noch 1T 4Std (Freitag, 23:02)","EUR 77,00",https://www.ebay.at/itm/3-Tage-4-Hotel-Piroska-Wellness-Erholung-Kurzurlaub-Buk-inkl-HP-Ungarn-Reise/402614637625?hash=item5dbdb3d439:g:~CoAAOSwRkNf3PSG
